Date,Stock,Value
22/05/2020,Costco,-0.407062075
22/05/2020,T K Maxx,-0.468830096
22/05/2020,Gap,-1.676701868
22/05/2020,Etsy,-0.401775841
22/05/2020,Ebay,-0.269354845
22/05/2020,Alibaba,0.415337551
22/05/2020,Amazon,0.055041732
26/05/2020,Costco,-0.388131429
26/05/2020,T K Maxx,-0.29012142
26/05/2020,Gap,-1.577668714
26/05/2020,Etsy,-0.453935973
26/05/2020,Ebay,-0.276208812
26/05/2020,Alibaba,0.45233548
26/05/2020,Amazon,0.03387977
27/05/2020,Costco,-0.378466109
27/05/2020,T K Maxx,-0.291066072
27/05/2020,Gap,-1.352093802
27/05/2020,Etsy,-0.420799024
27/05/2020,Ebay,-0.216049098
27/05/2020,Alibaba,0.442444809
27/05/2020,Amazon,0.017719413
28/05/2020,Costco,-0.350111157
28/05/2020,T K Maxx,-0.405478081
28/05/2020,Gap,-1.486888626
28/05/2020,Etsy,-0.396713331
28/05/2020,Ebay,-0.209956615
28/05/2020,Alibaba,0.411491396
28/05/2020,Amazon,0.004630535
29/05/2020,Costco,-0.358817257
29/05/2020,T K Maxx,-0.530290572
29/05/2020,Gap,-1.581795069
29/05/2020,Etsy,-0.348081612
29/05/2020,Ebay,-0.097607093
29/05/2020,Alibaba,0.556185852
29/05/2020,Amazon,0.062776646
01/06/2020,Costco,-0.360254941
01/06/2020,T K Maxx,-0.47639476
01/06/2020,Gap,-1.445624509
01/06/2020,Etsy,-0.384747207
01/06/2020,Ebay,-0.12359276
01/06/2020,Alibaba,0.541167067
01/06/2020,Amazon,0.103170443
02/06/2020,Costco,-0.369840007
02/06/2020,T K Maxx,-0.380894039
02/06/2020,Gap,-1.341090047
02/06/2020,Etsy,-0.33458139
02/06/2020,Ebay,-0.063978173
02/06/2020,Alibaba,0.683297327
02/06/2020,Amazon,0.105100571
03/06/2020,Costco,-0.373434089
03/06/2020,T K Maxx,-0.295793428
03/06/2020,Gap,-1.162280204
03/06/2020,Etsy,-0.352990794
03/06/2020,Ebay,-0.028057546
03/06/2020,Alibaba,0.761688791
03/06/2020,Amazon,0.113539988
04/06/2020,Costco,-0.34060558
04/06/2020,T K Maxx,-0.334561774
04/06/2020,Gap,-1.136146909
04/06/2020,Etsy,-0.358513638
04/06/2020,Ebay,0.194348282
04/06/2020,Alibaba,0.751248669
04/06/2020,Amazon,0.08846123
05/06/2020,Costco,-0.330302563
05/06/2020,T K Maxx,-0.104793105
05/06/2020,Gap,-1.112763947
05/06/2020,Etsy,-0.382752775
05/06/2020,Ebay,0.153077318
05/06/2020,Alibaba,0.778905658
05/06/2020,Amazon,0.120021114
08/06/2020,Costco,-0.369041549
08/06/2020,T K Maxx,-0.089664149
08/06/2020,Gap,-0.92845244
08/06/2020,Etsy,-0.417270494
08/06/2020,Ebay,0.145434973
08/06/2020,Alibaba,0.76883193
08/06/2020,Amazon,0.177871407
09/06/2020,Costco,-0.382140698
09/06/2020,T K Maxx,-0.201239222
09/06/2020,Gap,-1.09075658
09/06/2020,Etsy,-0.418804592
09/06/2020,Ebay,0.224155576
09/06/2020,Alibaba,0.800335073
09/06/2020,Amazon,0.286076357
10/06/2020,Costco,-0.367923096
10/06/2020,T K Maxx,-0.33645294
10/06/2020,Gap,-1.288822603
10/06/2020,Etsy,-0.366030914
10/06/2020,Ebay,0.185941732
10/06/2020,Alibaba,0.85454959
10/06/2020,Amazon,0.35171789
11/06/2020,Costco,-0.419841739
11/06/2020,T K Maxx,-0.539746775
11/06/2020,Gap,-1.411238077
11/06/2020,Etsy,-0.401162296
11/06/2020,Ebay,0.085820083
11/06/2020,Alibaba,0.699964743
11/06/2020,Amazon,0.225633785
12/06/2020,Costco,-0.436854965
12/06/2020,T K Maxx,-0.558658063
12/06/2020,Gap,-1.356220014
12/06/2020,Etsy,-0.366797905
12/06/2020,Ebay,0.064420548
12/06/2020,Alibaba,0.743922474
12/06/2020,Amazon,0.207402272
15/06/2020,Costco,-0.448995913
15/06/2020,T K Maxx,-0.545420273
15/06/2020,Gap,-1.363097415
15/06/2020,Etsy,-0.303131866
15/06/2020,Ebay,0.081999061
15/06/2020,Alibaba,0.732749844
15/06/2020,Amazon,0.246373089
16/06/2020,Costco,-0.415608433
16/06/2020,T K Maxx,-0.26648203
16/06/2020,Gap,-1.240681655
16/06/2020,Etsy,-0.293313502
16/06/2020,Ebay,0.099577574
16/06/2020,Alibaba,0.835134921
16/06/2020,Amazon,0.306379028
17/06/2020,Costco,-0.429586294
17/06/2020,T K Maxx,-0.361983124
17/06/2020,Gap,-1.325959795
17/06/2020,Etsy,-0.266159614
17/06/2020,Ebay,0.123270025
17/06/2020,Alibaba,0.864989712
17/06/2020,Amazon,0.342602133
18/06/2020,Costco,-0.429905779
18/06/2020,T K Maxx,-0.465048509
18/06/2020,Gap,-1.305327879
18/06/2020,Etsy,-0.255727588
18/06/2020,Ebay,0.124034531
18/06/2020,Alibaba,0.851985394
18/06/2020,Amazon,0.360918351
19/06/2020,Costco,-0.427270153
19/06/2020,T K Maxx,-0.541637941
19/06/2020,Gap,-1.339714453
19/06/2020,Etsy,-0.127014858
19/06/2020,Ebay,0.112570862
19/06/2020,Alibaba,0.798869778
19/06/2020,Amazon,0.390547893
22/06/2020,Costco,-0.422876849
22/06/2020,T K Maxx,-0.524617073
22/06/2020,Gap,-1.218674145
22/06/2020,Etsy,-0.113054303
22/06/2020,Ebay,0.179062684
22/06/2020,Alibaba,0.812972998
22/06/2020,Amazon,0.445227815
23/06/2020,Costco,-0.416167404
23/06/2020,T K Maxx,-0.483959424
23/06/2020,Gap,-1.225551403
23/06/2020,Etsy,-0.037575585
23/06/2020,Ebay,0.227976295
23/06/2020,Alibaba,0.947410668
23/06/2020,Amazon,0.516505372
24/06/2020,Costco,-0.442286469
24/06/2020,T K Maxx,-0.646593747
24/06/2020,Gap,-1.372725433
24/06/2020,Etsy,-0.084366318
24/06/2020,Ebay,0.149255692
24/06/2020,Alibaba,0.901071797
24/06/2020,Amazon,0.474223584
25/06/2020,Costco,-0.422237879
25/06/2020,T K Maxx,-0.709000737
25/06/2020,Gap,-1.408487459
25/06/2020,Etsy,-0.03665515
25/06/2020,Ebay,0.197405704
25/06/2020,Alibaba,0.826709824
25/06/2020,Amazon,0.502655664
26/06/2020,Costco,-0.453948189
26/06/2020,T K Maxx,-0.834758252
26/06/2020,Gap,-1.145774785
26/06/2020,Etsy,-0.017325194
26/06/2020,Ebay,0.311283937
26/06/2020,Alibaba,0.708573176
26/06/2020,Amazon,0.415710925
29/06/2020,Costco,-0.413771265
29/06/2020,T K Maxx,-0.718455823
29/06/2020,Gap,-1.085254631
29/06/2020,Etsy,-0.011955795
29/06/2020,Ebay,0.343383844
29/06/2020,Alibaba,0.695935251
29/06/2020,Amazon,0.398113614
30/06/2020,Costco,-0.400831604
30/06/2020,T K Maxx,-0.738312508
30/06/2020,Gap,-1.070124806
30/06/2020,Etsy,0.039283902
30/06/2020,Ebay,0.430511904
30/06/2020,Alibaba,0.708389839
30/06/2020,Amazon,0.508629213
01/07/2020,Costco,-0.388530913
01/07/2020,T K Maxx,-0.679688594
01/07/2020,Gap,-1.09075658
01/07/2020,Etsy,0.115683055
01/07/2020,Ebay,0.469489952
01/07/2020,Alibaba,0.712968781
01/07/2020,Amazon,0.677530631
02/07/2020,Costco,-0.380623271
02/07/2020,T K Maxx,-0.625792038
02/07/2020,Gap,-1.116890302
02/07/2020,Etsy,0.107552233
02/07/2020,Ebay,0.57648944
02/07/2020,Alibaba,0.853084574
02/07/2020,Amazon,0.693874154
06/07/2020,Costco,-0.334695103
06/07/2020,T K Maxx,-0.541637941
06/07/2020,Gap,-1.085254631
06/07/2020,Etsy,0.142683614
06/07/2020,Ebay,0.71482463
06/07/2020,Alibaba,1.153463059
06/07/2020,Amazon,0.928797627
07/07/2020,Costco,-0.296834319
07/07/2020,T K Maxx,-0.71561926
07/07/2020,Gap,-1.159529728
07/07/2020,Etsy,0.131024263
07/07/2020,Ebay,0.77826024
07/07/2020,Alibaba,1.089540927
07/07/2020,Amazon,0.848601669
08/07/2020,Costco,-0.29611535
08/07/2020,T K Maxx,-0.709000737
08/07/2020,Gap,-1.111388496
08/07/2020,Etsy,0.126268526
08/07/2020,Ebay,0.87532356
08/07/2020,Alibaba,1.477285703
08/07/2020,Amazon,0.962710083
09/07/2020,Costco,-0.222470947
09/07/2020,T K Maxx,-0.792208692
09/07/2020,Gap,-1.187038332
09/07/2020,Etsy,0.16630909
09/07/2020,Ebay,0.94793083
09/07/2020,Alibaba,1.548717087
09/07/2020,Amazon,1.105743751
10/07/2020,Costco,-0.216959444
10/07/2020,T K Maxx,-0.690088704
10/07/2020,Gap,-1.203544036
10/07/2020,Etsy,0.11691038
10/07/2020,Ebay,0.951752154
10/07/2020,Alibaba,1.538277524
10/07/2020,Amazon,1.130216684
13/07/2020,Costco,-0.243398249
13/07/2020,T K Maxx,-0.756278027
13/07/2020,Gap,-1.268190544
13/07/2020,Etsy,0.01381744
13/07/2020,Ebay,0.877616475
13/07/2020,Alibaba,1.367208038
13/07/2020,Amazon,0.994960281
14/07/2020,Costco,-0.202821586
14/07/2020,T K Maxx,-0.804501085
14/07/2020,Gap,-1.272317041
14/07/2020,Etsy,0.001084209
14/07/2020,Ebay,0.937230761
14/07/2020,Alibaba,1.310612382
14/07/2020,Amazon,0.966781882
15/07/2020,Costco,-0.213205365
15/07/2020,T K Maxx,-0.542583338
15/07/2020,Gap,-1.077002064
15/07/2020,Etsy,-0.026069679
15/07/2020,Ebay,0.884495221
15/07/2020,Alibaba,1.322151405
15/07/2020,Amazon,0.860929718
16/07/2020,Costco,-0.216640469
16/07/2020,T K Maxx,-0.459375383
16/07/2020,Gap,-1.008229344
16/07/2020,Etsy,-0.005052298
16/07/2020,Ebay,0.904366347
16/07/2020,Alibaba,1.199252479
16/07/2020,Amazon,0.848291662
17/07/2020,Costco,-0.228461422
17/07/2020,T K Maxx,-0.516107757
17/07/2020,Gap,-1.032987187
17/07/2020,Etsy,-0.014717217
17/07/2020,Ebay,0.86462349
17/07/2020,Alibaba,1.284237631
17/07/2020,Amazon,0.794851338
20/07/2020,Costco,-0.214723048
20/07/2020,T K Maxx,-0.626737434
20/07/2020,Gap,-1.099009004
20/07/2020,Etsy,0.046340844
20/07/2020,Ebay,0.89060946
20/07/2020,Alibaba,1.424719538
20/07/2020,Amazon,1.125764362
21/07/2020,Costco,-0.204898749
21/07/2020,T K Maxx,-0.500979174
21/07/2020,Gap,-1.049492748
21/07/2020,Etsy,0.015044765
21/07/2020,Ebay,0.746924235
21/07/2020,Alibaba,1.481315195
21/07/2020,Amazon,1.043272374
22/07/2020,Costco,-0.200425447
22/07/2020,T K Maxx,-0.465993533
22/07/2020,Gap,-1.041239896
22/07/2020,Etsy,0.008601485
22/07/2020,Ebay,0.727817615
22/07/2020,Alibaba,1.367757489
22/07/2020,Amazon,0.989197847
23/07/2020,Costco,-0.217918664
23/07/2020,T K Maxx,-0.470721262
23/07/2020,Gap,-1.012355556
23/07/2020,Etsy,-0.018552519
23/07/2020,Ebay,0.63686793
23/07/2020,Alibaba,1.371054472
23/07/2020,Amazon,0.829482701
24/07/2020,Costco,-0.22055429
24/07/2020,T K Maxx,-0.517999296
24/07/2020,Gap,-1.070124806
24/07/2020,Etsy,-0.031899413
24/07/2020,Ebay,0.634575619
24/07/2020,Alibaba,1.318304971
24/07/2020,Amazon,0.860986044
27/07/2020,Costco,-0.206016438
27/07/2020,T K Maxx,-0.594588356
27/07/2020,Gap,-1.035738232
27/07/2020,Etsy,0.034988266
27/07/2020,Ebay,0.795838148
27/07/2020,Alibaba,1.352372311
27/07/2020,Amazon,0.926219107
28/07/2020,Costco,-0.206256689
28/07/2020,T K Maxx,-0.622955475
28/07/2020,Gap,-1.009604368
28/07/2020,Etsy,-0.018705964
28/07/2020,Ebay,0.728581517
28/07/2020,Alibaba,1.319220815
28/07/2020,Amazon,0.848897487
29/07/2020,Costco,-0.217678413
29/07/2020,T K Maxx,-0.545420273
29/07/2020,Gap,-0.859679435
29/07/2020,Etsy,0.077023261
29/07/2020,Ebay,0.589482727
29/07/2020,Alibaba,1.381494315
29/07/2020,Amazon,0.895673733
30/07/2020,Costco,-0.22264139
30/07/2020,T K Maxx,-0.639975597
30/07/2020,Gap,-0.931203486
30/07/2020,Etsy,0.133632241
30/07/2020,Ebay,0.604003516
30/07/2020,Alibaba,1.386806044
30/07/2020,Amazon,0.921527294
31/07/2020,Costco,-0.216958425
31/07/2020,T K Maxx,-0.60309879
31/07/2020,Gap,-0.966965227
31/07/2020,Etsy,0.225679491
31/07/2020,Ebay,0.64680319
31/07/2020,Alibaba,1.355302901
31/07/2020,Amazon,1.080453448
03/08/2020,Costco,-0.186620576
03/08/2020,T K Maxx,-0.612554247
03/08/2020,Gap,-1.002726967
03/08/2020,Etsy,0.352091133
03/08/2020,Ebay,0.745395826
03/08/2020,Alibaba,1.482047982
03/08/2020,Amazon,1.00607668
04/08/2020,Costco,-0.102811753
04/08/2020,T K Maxx,-0.481123234
04/08/2020,Gap,-0.955961472
04/08/2020,Etsy,0.400876181
04/08/2020,Ebay,0.727053411
04/08/2020,Alibaba,1.560073333
04/08/2020,Amazon,1.044032988
05/08/2020,Costco,-0.101371012
05/08/2020,T K Maxx,-0.456538075
05/08/2020,Gap,-0.896816769
05/08/2020,Etsy,0.488627912
05/08/2020,Ebay,0.75227427
05/08/2020,Alibaba,1.609708907
05/08/2020,Amazon,1.13730342
06/08/2020,Costco,-0.074635652
06/08/2020,T K Maxx,-0.468830096
06/08/2020,Gap,-0.925701395
06/08/2020,Etsy,0.41406963
06/08/2020,Ebay,0.631517895
06/08/2020,Alibaba,1.623811848
06/08/2020,Amazon,1.165439683
07/08/2020,Costco,-0.093846548
07/08/2020,T K Maxx,-0.275937861
07/08/2020,Gap,-0.869307881
07/08/2020,Etsy,0.481570853
07/08/2020,Ebay,0.641454062
07/08/2020,Alibaba,1.375083964
07/08/2020,Amazon,1.084370459
10/08/2020,Costco,-0.101130761
10/08/2020,T K Maxx,-0.174763642
10/08/2020,Gap,-0.792282023
10/08/2020,Etsy,0.476354899
10/08/2020,Ebay,0.577254249
10/08/2020,Alibaba,1.302370342
10/08/2020,Amazon,1.057178407
11/08/2020,Costco,-0.161725951
11/08/2020,T K Maxx,-0.081154087
11/08/2020,Gap,-0.740014721
11/08/2020,Etsy,0.365591355
11/08/2020,Ebay,0.571139707
11/08/2020,Alibaba,1.307681792
11/08/2020,Amazon,0.962090068
12/08/2020,Costco,-0.127065879
12/08/2020,T K Maxx,-0.060352751
12/08/2020,Gap,-0.722133993
12/08/2020,Etsy,0.281981815
12/08/2020,Ebay,0.662853899
12/08/2020,Alibaba,1.43167962
12/08/2020,Amazon,1.077015852
13/08/2020,Costco,-0.135550581
13/08/2020,T K Maxx,-0.118976292
13/08/2020,Gap,-0.766148443
13/08/2020,Etsy,0.384460976
13/08/2020,Ebay,0.723231785
13/08/2020,Alibaba,1.404755418
13/08/2020,Amazon,1.075296839
14/08/2020,Costco,-0.130908109
14/08/2020,T K Maxx,-0.047114588
14/08/2020,Gap,-0.731761869
14/08/2020,Etsy,0.392591797
14/08/2020,Ebay,0.723995989
14/08/2020,Alibaba,1.40933436
14/08/2020,Amazon,1.056981051
17/08/2020,Costco,-0.10145101
17/08/2020,T K Maxx,0.09850073
17/08/2020,Gap,-0.689122586
17/08/2020,Etsy,0.399648856
17/08/2020,Ebay,0.805009809
17/08/2020,Alibaba,1.464098328
17/08/2020,Amazon,1.105433744
18/08/2020,Costco,-0.095127292
18/08/2020,T K Maxx,-0.086827586
18/08/2020,Gap,-0.74826743
18/08/2020,Etsy,0.450121329
18/08/2020,Ebay,0.780553155
18/08/2020,Alibaba,1.505126028
18/08/2020,Amazon,1.28870599
19/08/2020,Costco,-0.093926547
19/08/2020,T K Maxx,-0.379002873
19/08/2020,Gap,-0.759271043
19/08/2020,Etsy,0.421280016
19/08/2020,Ebay,0.832524188
19/08/2020,Alibaba,1.530584655
19/08/2020,Amazon,1.215428221
20/08/2020,Costco,-0.094166798
20/08/2020,T K Maxx,-0.635247868
20/08/2020,Gap,-0.800534732
20/08/2020,Etsy,0.405325028
20/08/2020,Ebay,0.828702864
20/08/2020,Alibaba,1.482597433
20/08/2020,Amazon,1.267403213
21/08/2020,Costco,-0.064229197
21/08/2020,T K Maxx,-0.632411305
21/08/2020,Gap,-0.821166648
21/08/2020,Etsy,0.409620548
21/08/2020,Ebay,0.870738636
21/08/2020,Alibaba,1.62600965
21/08/2020,Amazon,1.249580169
24/08/2020,Costco,-0.068071173
24/08/2020,T K Maxx,-0.468830096
24/08/2020,Gap,-0.673992761
24/08/2020,Etsy,0.384614537
24/08/2020,Ebay,0.914302817
24/08/2020,Alibaba,1.813196822
24/08/2020,Amazon,1.281619254
25/08/2020,Costco,-0.063428956
25/08/2020,T K Maxx,-0.492469485
25/08/2020,Gap,-0.452543777
25/08/2020,Etsy,0.334602165
25/08/2020,Ebay,0.858509251
25/08/2020,Alibaba,1.995988388
25/08/2020,Amazon,1.336609183
26/08/2020,Costco,-0.066950936
26/08/2020,T K Maxx,-0.483013282
26/08/2020,Gap,-0.463547247
26/08/2020,Etsy,0.356540098
26/08/2020,Ebay,0.899016615
26/08/2020,Alibaba,2.105150209
26/08/2020,Amazon,1.470963942
27/08/2020,Costco,-0.050221273
27/08/2020,T K Maxx,-0.444246054
27/08/2020,Gap,-0.415406869
27/08/2020,Etsy,0.286890997
27/08/2020,Ebay,0.7255247
27/08/2020,Alibaba,1.962470779
27/08/2020,Amazon,1.412000676
28/08/2020,Costco,-0.034131854
28/08/2020,T K Maxx,-0.309977733
28/08/2020,Gap,-0.393398789
28/08/2020,Etsy,0.245316337
28/08/2020,Ebay,0.569610694
28/08/2020,Alibaba,2.050935692
28/08/2020,Amazon,1.414536629
31/08/2020,Costco,-0.039814819
31/08/2020,T K Maxx,-0.338344106
31/08/2020,Gap,-0.414030848
31/08/2020,Etsy,0.245929882
31/08/2020,Ebay,0.620969215
31/08/2020,Alibaba,2.014853607
31/08/2020,Amazon,1.483799354
01/09/2020,Costco,-0.01003798
01/09/2020,T K Maxx,-0.292957983
01/09/2020,Gap,-0.361763688
01/09/2020,Etsy,0.328005441
01/09/2020,Ebay,0.534350626
01/09/2020,Alibaba,2.215777605
01/09/2020,Amazon,1.551652643
02/09/2020,Costco,0.049836967
02/09/2020,T K Maxx,-0.154907329
02/09/2020,Gap,-0.276485406
02/09/2020,Etsy,0.317573414
02/09/2020,Ebay,0.644732375
02/09/2020,Alibaba,2.180428307
02/09/2020,Amazon,1.59720305
03/09/2020,Costco,-0.034692354
03/09/2020,T K Maxx,-0.269318966
03/09/2020,Gap,-0.374142752
03/09/2020,Etsy,0.192235652
03/09/2020,Ebay,0.496789785
03/09/2020,Alibaba,1.9318832
03/09/2020,Amazon,1.366915065
04/09/2020,Costco,-0.048540027
04/09/2020,T K Maxx,-0.301467299
04/09/2020,Gap,-0.396149692
04/09/2020,Etsy,0.128416286
04/09/2020,Ebay,0.449263466
04/09/2020,Alibaba,1.911552966
04/09/2020,Amazon,1.263528769
08/09/2020,Costco,-0.110255962
08/09/2020,T K Maxx,-0.29012142
08/09/2020,Gap,-0.426410197
08/09/2020,Etsy,0.105711246
08/09/2020,Ebay,0.371843431
08/09/2020,Alibaba,1.703302214
08/09/2020,Amazon,1.059545382
09/09/2020,Costco,-0.049661027
09/09/2020,T K Maxx,-0.341181414
09/09/2020,Gap,-0.40302752
09/09/2020,Etsy,0.138694867
09/09/2020,Ebay,0.518252173
09/09/2020,Alibaba,1.760630657
09/09/2020,Amazon,1.226882575
10/09/2020,Costco,-0.104892992
10/09/2020,T K Maxx,-0.402641891
10/09/2020,Gap,-0.469049053
10/09/2020,Etsy,0.105864691
10/09/2020,Ebay,0.432399902
10/09/2020,Alibaba,1.658062244
10/09/2020,Amazon,1.095148473
11/09/2020,Costco,-0.108094724
11/09/2020,T K Maxx,-0.398859558
11/09/2020,Gap,-0.51719
11/09/2020,Etsy,0.108932886
11/09/2020,Ebay,0.466893954
11/09/2020,Alibaba,1.732424218
11/09/2020,Amazon,1.0121775
14/09/2020,Costco,-0.077756875
14/09/2020,T K Maxx,-0.274047067
14/09/2020,Gap,-0.425034603
14/09/2020,Etsy,0.136240335
14/09/2020,Ebay,0.430866961
14/09/2020,Alibaba,1.77803086
14/09/2020,Amazon,0.993509138
15/09/2020,Costco,-0.069832673
15/09/2020,T K Maxx,-0.142615309
15/09/2020,Gap,-0.485554899
15/09/2020,Etsy,0.112538079
15/09/2020,Ebay,0.391006255
15/09/2020,Alibaba,1.848729457
15/09/2020,Amazon,1.068407458
16/09/2020,Costco,-0.071273159
16/09/2020,T K Maxx,-0.099119979
16/09/2020,Gap,-0.434662764
16/09/2020,Etsy,0.078710803
16/09/2020,Ebay,0.286757178
16/09/2020,Alibaba,1.85202672
16/09/2020,Amazon,0.958469306
17/09/2020,Costco,-0.11009571
17/09/2020,T K Maxx,-0.229605968
17/09/2020,Gap,-0.481428259
17/09/2020,Etsy,0.085307528
17/09/2020,Ebay,0.150312706
17/09/2020,Alibaba,1.807702315
17/09/2020,Amazon,0.860732363
18/09/2020,Costco,-0.133469851
18/09/2020,T K Maxx,-0.222041677
18/09/2020,Gap,-0.496558369
18/09/2020,Etsy,0.123967321
18/09/2020,Ebay,0.14801284
18/09/2020,Alibaba,1.747077168
18/09/2020,Amazon,0.784904452
21/09/2020,Costco,-0.104572998
21/09/2020,T K Maxx,-0.396968392
21/09/2020,Gap,-0.550201265
21/09/2020,Etsy,0.189320902
21/09/2020,Ebay,0.265294488
21/09/2020,Alibaba,1.772902468
21/09/2020,Amazon,0.792738044
22/09/2020,Costco,-0.065509941
22/09/2020,T K Maxx,-0.424389369
22/09/2020,Gap,-0.507562409
22/09/2020,Etsy,0.240560482
22/09/2020,Ebay,0.325083733
22/09/2020,Alibaba,1.799826669
22/09/2020,Amazon,1.030169091
23/09/2020,Costco,-0.0640692
23/09/2020,T K Maxx,-0.51989009
23/09/2020,Gap,-0.529569634
23/09/2020,Etsy,0.175206901
23/09/2020,Ebay,0.306687229
23/09/2020,Alibaba,1.756967839
23/09/2020,Amazon,0.848235336
24/09/2020,Costco,-0.045098044
24/09/2020,T K Maxx,-0.523672795
24/09/2020,Gap,-0.56120502
24/09/2020,Etsy,0.153575858
24/09/2020,Ebay,0.391006255
24/09/2020,Alibaba,1.697991043
24/09/2020,Amazon,0.876315272
25/09/2020,Costco,-0.080478868
25/09/2020,T K Maxx,-0.490577947
25/09/2020,Gap,-0.565331375
25/09/2020,Etsy,0.224145394
25/09/2020,Ebay,0.444664944
25/09/2020,Alibaba,1.72290022
25/09/2020,Amazon,0.982463254
28/09/2020,Costco,-0.024126157
28/09/2020,T K Maxx,-0.261755047
28/09/2020,Gap,-0.440164712
28/09/2020,Etsy,0.307141388
28/09/2020,Ebay,0.564245248
28/09/2020,Alibaba,1.813014044
28/09/2020,Amazon,1.093655193
29/09/2020,Costco,-0.003954002
29/09/2020,T K Maxx,-0.397914162
29/09/2020,Gap,-0.507562409
29/09/2020,Etsy,0.300084446
29/09/2020,Ebay,0.457696305
29/09/2020,Alibaba,1.829864238
29/09/2020,Amazon,1.052557108
30/09/2020,Costco,0.018939127
30/09/2020,T K Maxx,-0.257026572
30/09/2020,Gap,-0.463547247
30/09/2020,Etsy,0.275538419
30/09/2020,Ebay,0.415536339
30/09/2020,Alibaba,2.142148418
30/09/2020,Amazon,1.057981158
01/10/2020,Costco,0.046634981
01/10/2020,T K Maxx,-0.121813227
01/10/2020,Gap,-0.348008888
01/10/2020,Etsy,0.429871056
01/10/2020,Ebay,0.436999633
01/10/2020,Alibaba,2.070167025
01/10/2020,Amazon,1.160170422
02/10/2020,Costco,0.019019126
02/10/2020,T K Maxx,-0.069807463
02/10/2020,Gap,-0.281986358
02/10/2020,Etsy,0.428950621
02/10/2020,Ebay,0.383340944
02/10/2020,Alibaba,2.035733851
02/10/2020,Amazon,1.024547686
05/10/2020,Costco,0.047595475
05/10/2020,T K Maxx,-0.080209063
05/10/2020,Gap,-0.16094662
05/10/2020,Etsy,0.506577098
05/10/2020,Ebay,0.390240238
05/10/2020,Alibaba,2.03756498
05/10/2020,Amazon,1.129089737
06/10/2020,Costco,0.045754996
06/10/2020,T K Maxx,-0.166253581
06/10/2020,Gap,-0.243474284
06/10/2020,Etsy,0.473900249
06/10/2020,Ebay,0.228499665
06/10/2020,Alibaba,2.113026414
06/10/2020,Amazon,0.989268362
07/10/2020,Costco,0.083136042
07/10/2020,T K Maxx,-0.000782323
07/10/2020,Gap,-0.085295929
07/10/2020,Etsy,0.598164131
07/10/2020,Ebay,0.326617279
07/10/2020,Alibaba,2.188303953
07/10/2020,Amazon,1.124144242
08/10/2020,Costco,0.099706217
08/10/2020,T K Maxx,-0.006455821
08/10/2020,Gap,-0.078418956
08/10/2020,Etsy,0.550299402
08/10/2020,Ebay,0.414003397
08/10/2020,Alibaba,2.262299812
08/10/2020,Amazon,1.116902287
09/10/2020,Costco,0.134686029
09/10/2020,T K Maxx,-0.016856676
09/10/2020,Gap,-0.081170144
09/10/2020,Etsy,0.659682293
09/10/2020,Ebay,0.672327737
09/10/2020,Alibaba,2.247646862
09/10/2020,Amazon,1.252299719
12/10/2020,Costco,0.190878997
12/10/2020,T K Maxx,-0.037658758
12/10/2020,Gap,-0.154069647
12/10/2020,Etsy,0.670574654
12/10/2020,Ebay,0.666961989
12/10/2020,Alibaba,2.368531043
12/10/2020,Amazon,1.472485599
13/10/2020,Costco,0.224498321
13/10/2020,T K Maxx,-0.092500339
13/10/2020,Gap,-0.145816653
13/10/2020,Etsy,0.759860365
13/10/2020,Ebay,0.836367571
13/10/2020,Alibaba,2.413221562
13/10/2020,Amazon,1.473471947
14/10/2020,Costco,0.205767926
14/10/2020,T K Maxx,-0.090609545
14/10/2020,Gap,-0.108678605
14/10/2020,Etsy,0.710308328
14/10/2020,Ebay,0.749748376
14/10/2020,Alibaba,2.271457696
14/10/2020,Amazon,1.360871001
15/10/2020,Costco,0.191679239
15/10/2020,T K Maxx,-0.090609545
15/10/2020,Gap,-0.074292886
15/10/2020,Etsy,0.721047127
15/10/2020,Ebay,0.668495232
15/10/2020,Alibaba,2.24251847
15/10/2020,Amazon,1.325563299
16/10/2020,Costco,0.23138254
16/10/2020,T K Maxx,-0.162471249
16/10/2020,Gap,-0.148567556
16/10/2020,Etsy,0.673796177
16/10/2020,Ebay,0.701456342
16/10/2020,Alibaba,2.38629736
16/10/2020,Amazon,1.232659199
19/10/2020,Costco,0.183514786
19/10/2020,T K Maxx,-0.306195401
19/10/2020,Gap,-0.17882749
19/10/2020,Etsy,0.6857623
19/10/2020,Ebay,0.585708542
19/10/2020,Alibaba,2.34929971
19/10/2020,Amazon,1.140375113
20/10/2020,Costco,0.205527421
20/10/2020,T K Maxx,-0.325107062
20/10/2020,Gap,-0.188455936
20/10/2020,Etsy,0.630840746
20/10/2020,Ebay,0.576509686
20/10/2020,Alibaba,2.432086781
20/10/2020,Amazon,1.154182254
21/10/2020,Costco,0.201605192
21/10/2020,T K Maxx,-0.32037896
21/10/2020,Gap,-0.246224902
21/10/2020,Etsy,0.450121329
21/10/2020,Ebay,0.47072676
21/10/2020,Alibaba,2.398385834
21/10/2020,Amazon,1.10899818
22/10/2020,Costco,0.185035526
22/10/2020,T K Maxx,-0.222041677
22/10/2020,Gap,0.103141506
22/10/2020,Etsy,0.495071192
22/10/2020,Ebay,0.430100641
22/10/2020,Alibaba,2.367432142
22/10/2020,Amazon,1.096966379
23/10/2020,Costco,0.175830071
23/10/2020,T K Maxx,-0.127486725
23/10/2020,Gap,0.140278413
